iso3,country,region,subregion,disaggregation,disagg.value,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019,adult_anaemia_2000,adult_anaemia_2001,adult_anaemia_2002,adult_anaemia_2003,adult_anaemia_2004,adult_anaemia_2005,adult_anaemia_2006,adult_anaemia_2007,adult_anaemia_2008,adult_anaemia_2009,adult_anaemia_2010,adult_anaemia_2011,adult_anaemia_2012,adult_anaemia_2013,adult_anaemia_2014,adult_anaemia_2015,adult_anaemia_2016,adult_anaemia_2017,adult_anaemia_2018,adult_anaemia_2019,adult_blood_pressure_2000,adult_blood_pressure_2001,adult_blood_pressure_2002,adult_blood_pressure_2003,adult_blood_pressure_2004,adult_blood_pressure_2005,adult_blood_pressure_2006,adult_blood_pressure_2007,adult_blood_pressure_2008,adult_blood_pressure_2009,adult_blood_pressure_2010,adult_blood_pressure_2011,adult_blood_pressure_2012,adult_blood_pressure_2013,adult_blood_pressure_2014,adult_blood_pressure_2015,adult_blood_pressure_2019,adult_diabetes_2000,adult_diabetes_2001,adult_diabetes_2002,adult_diabetes_2003,adult_diabetes_2004,adult_diabetes_2005,adult_diabetes_2006,adult_diabetes_2007,adult_diabetes_2008,adult_diabetes_2009,adult_diabetes_2010,adult_diabetes_2011,adult_diabetes_2012,adult_diabetes_2013,adult_diabetes_2014,adult_diabetes_2019,adult_obesity_2000,adult_obesity_2001,adult_obesity_2002,adult_obesity_2003,adult_obesity_2004,adult_obesity_2005,adult_obesity_2006,adult_obesity_2007,adult_obesity_2008,adult_obesity_2009,adult_obesity_2010,adult_obesity_2011,adult_obesity_2012,adult_obesity_2013,adult_obesity_2014,adult_obesity_2015,adult_obesity_2016,adult_obesity_2019,adult_overweight_2000,adult_overweight_2001,adult_overweight_2002,adult_overweight_2003,adult_overweight_2004,adult_overweight_2005,adult_overweight_2006,adult_overweight_2007,adult_overweight_2008,adult_overweight_2009,adult_overweight_2010,adult_overweight_2011,adult_overweight_2012,adult_overweight_2013,adult_overweight_2014,adult_overweight_2015,adult_overweight_2016,adult_overweight_2019,adult_underweight_2000,adult_underweight_2001,adult_underweight_2002,adult_underweight_2003,adult_underweight_2004,adult_underweight_2005,adult_underweight_2006,adult_underweight_2007,adult_underweight_2008,adult_underweight_2009,adult_underweight_2010,adult_underweight_2011,adult_underweight_2012,adult_underweight_2013,adult_underweight_2014,adult_underweight_2015,adult_underweight_2016,adult_underweight_2019,coexistence_2000,coexistence_2001,coexistence_2003,coexistence_2005,coexistence_2007,coexistence_2009,coexistence_2010,coexistence_2011,coexistence_2012,coexistence_2013,coexistence_2014,coexistence_2015,coexistence_2016,coexistence_2017,coexistence_2018,coexistence_2019,coexistence_2020,coexistence_2021,lbw_2000,lbw_2001,lbw_2002,lbw_2003,lbw_2004,lbw_2005,lbw_2006,lbw_2007,lbw_2008,lbw_2009,lbw_2010,lbw_2011,lbw_2012,lbw_2013,lbw_2014,lbw_2015,overweight_2000,overweight_2001,overweight_2002,overweight_2003,overweight_2004,overweight_2005,overweight_2006,overweight_2007,overweight_2008,overweight_2009,overweight_2010,overweight_2011,overweight_2012,overweight_2013,overweight_2014,overweight_2015,overweight_2016,overweight_2017,overweight_2018,overweight_2019,overweight_2020,overweight_2021,Risk_factor_all-rf_2000,Risk_factor_all-rf_2010,Risk_factor_all-rf_2015,Risk_factor_all-rf_2018,Risk_factor_diet_2000,Risk_factor_diet_2010,Risk_factor_diet_2015,Risk_factor_diet_2018,Risk_factor_fruits_2000,Risk_factor_fruits_2010,Risk_factor_fruits_2015,Risk_factor_fruits_2018,Risk_factor_legumes_2000,Risk_factor_legumes_2010,Risk_factor_legumes_2015,Risk_factor_legumes_2018,Risk_factor_nuts_seeds_2000,Risk_factor_nuts_seeds_2010,Risk_factor_nuts_seeds_2015,Risk_factor_nuts_seeds_2018,Risk_factor_obese_2000,Risk_factor_obese_2010,Risk_factor_obese_2015,Risk_factor_obese_2018,Risk_factor_overweight_2000,Risk_factor_overweight_2010,Risk_factor_overweight_2015,Risk_factor_overweight_2018,Risk_factor_prc_meat_2000,Risk_factor_prc_meat_2010,Risk_factor_prc_meat_2015,Risk_factor_prc_meat_2018,Risk_factor_red_meat_2000,Risk_factor_red_meat_2010,Risk_factor_red_meat_2015,Risk_factor_red_meat_2018,Risk_factor_SSBs_2000,Risk_factor_SSBs_2010,Risk_factor_SSBs_2015,Risk_factor_SSBs_2018,Risk_factor_underweight_2000,Risk_factor_underweight_2010,Risk_factor_underweight_2015,Risk_factor_underweight_2018,Risk_factor_vegetables_2000,Risk_factor_vegetables_2010,Risk_factor_vegetables_2015,Risk_factor_vegetables_2018,Risk_factor_weight_2000,Risk_factor_weight_2010,Risk_factor_weight_2015,Risk_factor_weight_2018,Risk_factor_whole_grains_2000,Risk_factor_whole_grains_2010,Risk_factor_whole_grains_2015,Risk_factor_whole_grains_2018,stunting_2000,stunting_2001,stunting_2002,stunting_2003,stunting_2004,stunting_2005,stunting_2006,stunting_2007,stunting_2008,stunting_2009,stunting_2010,stunting_2011,stunting_2012,stunting_2013,stunting_2014,stunting_2015,stunting_2016,stunting_2017,stunting_2018,stunting_2019,stunting_2020,stunting_2021,wasting_2000,wasting_2001,wasting_2002,wasting_2003,wasting_2004,wasting_2005,wasting_2006,wasting_2007,wasting_2008,wasting_2009,wasting_2010,wasting_2011,wasting_2012,wasting_2013,wasting_2014,wasting_2015,wasting_2016,wasting_2017,wasting_2018,wasting_2019,wasting_2020,wasting_2021
VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,sex,Male Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,20.24,,,,,,,,,,,,,,,9.94,10.59,,,,,,,,,,,,,,,,,22.42,24.74,,,,,,,,,,,,,,,,,62.87,64.41,,,,,,,,,,,,,,,,,1.1,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,age,0-23 months,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,,,,,,,,,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,16,,,,,,,,,,,,7.17,,,,,,,,,,5.11,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,age,24-35 months,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,1.8,1.3,1.9,1.8,2.1,2.2,2.2,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.15,,,,,,,,,,28.46,,,,,,,,,,,,3.59,,8.6,11.2,11.3,10.7,10,9.8,9.7,,2.11,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,age,36-47 months,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,1.7,1.1,1.5,1.9,2.5,2.1,2.3,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16,,,,,,,,,,26.84,,,,,,,,,,,,6.3,,8.8,9.9,11.2,10.4,9.7,9.7,9.7,,3.46,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,age,48-59 months,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,1.5,1.3,1.9,1.6,2.2,2.1,2.4,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05,,,,,,,,,,24.96,,,,,,,,,,,,6.62,,10.2,10.8,11.9,12,10.8,10.8,10.7,,5.01,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,all,Free from,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,all,Overweight alone,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,all,Stunting alone,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,all,Stunting and overweight,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,all,Wasting alone,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,all,Wasting and stunting,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,all,,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,9.08,8.94,8.82,8.72,8.64,8.58,8.54,8.51,8.48,8.45,8.42,8.36,8.31,8.26,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,Cause,all-c,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77013,105394,121700,122376,54524,75447,89042,88302,27615,36581,42903,43954,98,120,61,59,,6402,7186,0,2926,4032,4741,5599,5840,8185,9681,10915,565,840,1181,1395,4972,7397,7728,8628,415,713,959,1065,18859,24828,26564,25537,8227,11111,13907,15509,27624,37045,40986,42050,17719,20855,25627,25605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,Cause,Cancer,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15770,21804,26819,28867,13579,18450,22849,24417,3872,5180,6631,7224,,,,,,,,,468,685,831,998,997,1459,1754,2003,21,50,77,94,189,386,452,535,,,,,1147,1630,1923,1949,3776,5452,6820,7596,2612,3774,4508,4950,7127,9345,11396,11664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,Cause,CHD,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20406,28034,33680,31886,17692,24828,29928,27063,3604,4295,5405,5929,98,120,61,59,,6402,7186,0,873,1087,1304,1572,2149,2713,3229,3695,228,280,396,480,1643,2177,2394,2777,249,414,559,620,1628,2105,2481,2509,4451,5660,7087,7913,4650,5905,7013,7776,10592,11510,14231,13941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,Cause,Resp_Dis,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8628,10080,10707,10434,,,,,,,,,,,,,,,,,80,90,98,116,-300,-341,-366,-406,,,,,,,,,,,,,8848,10331,10975,10724,,,,,8628,10080,10707,10434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,Cause,Stroke,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29294,41052,44988,44783,22286,30376,34074,34263,20139,27106,30867,30801,,,,,,,,,834,1208,1295,1444,1362,1993,2114,2231,301,313,441,502,2550,3936,3839,4094,,,,,7237,10762,11185,10355,,,,,9433,13963,14594,14030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,Cause,T2DM,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915,4424,5506,6405,758,1360,1665,1934,,,,,,,,,,,,,670,962,1213,1468,1632,2361,2951,3391,15,197,265,319,590,898,1043,1222,165,299,400,445,0,0,0,0,,,,,2302,3323,4164,4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,education,None or primary,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.76,,,,,,,,,,31.49,,,,,,,,,,,,6.65,,,,,,,,,,6.16,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,education,Secondary or higher,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.98,,,,,,,,,,19.95,,,,,,,,,,,,5.8,,,,,,,,,,3.49,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,location,Rural,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,6.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44,,,,,,,,,,26.8,,,,,,,,,,14.9,,5.87,,,,,,,,,,4.21,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,location,Urban,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,,,,,,,,,4.2,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,,,,,,,,,,11.77,,,,,,,,,,12.4,,7.22,,,,,,,,,,3.89,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,pregnancy,All women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,25.9,24.5,23.2,22,20.9,19.9,18.9,18.1,17.5,17.2,17,17,17.2,17.5,18,18.5,19.1,19.8,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,pregnancy,Non-pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,25.4,24,22.7,21.5,20.4,19.4,18.5,17.6,17.1,16.7,16.5,16.5,16.7,17.1,17.5,18.1,18.7,19.5,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,pregnancy,Pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,38.5,37.3,36.1,34.9,33.8,32.7,31.7,30.7,29.9,29.3,28.8,28.5,28.3,28.3,28.2,28.2,28.2,28.3,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,Asia,South-eastern Asia,sex,Both,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,2.6,2.2,2.7,2.6,3.1,2.9,3,5.6,4.46,,4.8,4.6,3.5,5.3,,5.9,7.1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15,,37.5,35.4,33.7,33.2,31.8,32.2,30.5,29.3,22.66,27.5,26.7,25.9,24.9,24.6,24.3,23.8,23.2,22.4,19.6,,6.12,,8.9,10.9,11.3,10.7,9.9,10.1,9.7,7.1,4.12,6.6,6.7,6.6,6.8,6.4,,5.8,5.4,5.2,,
